來源	公布日期	證券代號	名稱	累計	處置條件	處置期間	處置措施
TWSE	107/03/16	2465	麗臺	3	連續三次	107/03/19～107/03/30	第二次處置 / 20分
TWSE	107/03/16	4807	日成-KY	1	連續三次	107/03/19～107/03/30	第一次處置 / 5分
TPEX	107/03/15	45343	慶騰三	1	因連續3個營業日達本中心作業要點第四條第一項第一款	107/03/16~107/03/29	第一次處置 / 5分
TPEX	107/03/14	6499	益安	1	因連續3個營業日達本中心作業要點第四條第一項第一款	107/03/15~107/03/28	再次處置 / 20分
TWSE	107/03/13	911616	杜康-DR	39	連續五次	107/03/14～107/03/27	第二次處置 / 20分
TPEX	107/03/12	6472	保瑞	1	因連續3個營業日達本中心作業要點第四條第一項第一款	107/03/13~107/03/26	第一次處置 / 5分
TWSE	107/03/09	1441	大東	1	連續三次	107/03/12～107/03/23	第一次處置 / 5分
TPEX	107/03/09	6499	益安	1	因連續3個營業日達本中心作業要點第四條第一項第一款	107/03/12~107/03/23	第一次處置 / 5分
TWSE	107/03/08	2440	太空梭	1	連續三次	107/03/09～107/03/22	第一次處置 / 5分
TPEX	107/03/08	5386	青雲	2	連續5個營業日	107/03/09~107/03/22	再次處置 / 20分
TPEX	107/03/08	6240	松崗	2	因連續3個營業日達本中心作業要點第四條第一項第一款	107/03/09~107/03/22	再次處置 / 20分
TPEX	107/03/07	2067	嘉鋼	4	因連續3個營業日達本中心作業要點第四條第一項第一款	107/03/08~107/03/21	再次處置 / 5分
TWSE	107/03/07	2438	翔耀	1	連續三次	107/03/08～107/03/21	第一次處置 / 5分
TPEX	107/03/07	3228	金麗科	4	因連續3個營業日達本中心作業要點第四條第一項第一款	107/03/08~107/03/21	再次處置 / 5分
TPEX	107/03/07	6222	上揚	4	因連續3個營業日達本中心作業要點第四條第一項第一款	107/03/08~107/03/21	再次處置 / 10分
TPEX	107/03/07	8423	保綠-KY	4	因連續3個營業日達本中心作業要點第四條第一項第一款	107/03/08~107/03/21	再次處置 / 20分
TPEX	107/03/06	3287	廣寰科	2	因連續3個營業日達本中心作業要點第四條第一項第一款	107/03/07~107/03/20	再次處置 / 5分
TPEX	107/03/06	8093	保銳	2	因連續3個營業日達本中心作業要點第四條第一項第一款	107/03/07~107/03/20	再次處置 / 20分
TWSE	107/03/05	2399	映泰	1	連續五次	107/03/06～107/03/19	第一次處置 / 5分
TWSE	107/03/05	2465	麗臺	3	連續三次	107/03/06～107/03/19	第二次處置 / 20分
TPEX	107/03/05	6240	松崗	1	因連續3個營業日達本中心作業要點第四條第一項第一款	107/03/06~107/03/19	再次處置 / 20分
TPEX	107/03/02	5281	大峽谷-KY	3	因連續3個營業日達本中心作業要點第四條第一項第一款	107/03/05~107/03/16	再次處置 / 20分
TPEX	107/03/02	6150	撼訊	3	因連續3個營業日達本中心作業要點第四條第一項第一款	107/03/05~107/03/16	再次處置 / 20分
TPEX	107/03/02	8423	保綠-KY	3	因連續3個營業日達本中心作業要點第四條第一項第一款	107/03/05~107/03/16	再次處置 / 5分
TWSE	107/03/01	2425	承啟	1	連續三次	107/03/02～107/03/15	第一次處置 / 5分
TWSE	107/03/01	2434	統懋	2	連續三次	107/03/02～107/03/15	第二次處置 / 20分
TPEX	107/03/01	6247	淇譽電	3	因連續3個營業日達本中心作業要點第四條第一項第一款	107/03/02~107/03/15	再次處置 / 5分
TPEX	107/03/01	6535	順藥	3	因連續3個營業日達本中心作業要點第四條第一項第一款	107/03/02~107/03/15	再次處置 / 5分
TPEX	107/03/01	8093	保銳	3	因連續3個營業日達本中心作業要點第四條第一項第一款	107/03/02~107/03/15	再次處置 / 5分
TWSE	107/02/27	2465	麗臺	3	連續三次	107/03/01～107/03/14	第一次處置 / 5分
TPEX	107/02/27	6240	松崗	1	因連續3個營業日達本中心作業要點第四條第一項第一款	107/03/01~107/03/14	第一次處置 / 5分
TPEX	107/02/26	5281	大峽谷-KY	4	因連續3個營業日達本中心作業要點第四條第一項第一款	107/02/27~107/03/13	再次處置 / 5分
TPEX	107/02/26	5386	青雲	4	因連續3個營業日達本中心作業要點第四條第一項第一款	107/02/27~107/03/13	再次處置 / 20分
TPEX	107/02/26	6150	撼訊	4	因連續3個營業日達本中心作業要點第四條第一項第一款	107/02/27~107/03/13	再次處置 / 20分
TPEX	107/02/26	6237	驊訊	4	因連續3個營業日達本中心作業要點第四條第一項第一款	107/02/27~107/03/13	再次處置 / 5分
TWSE	107/02/26	911616	杜康-DR	39	最近十個營業日已有六次	107/02/27～107/03/13	第二次處置 / 20分
TWSE	107/02/23	2388	威盛	3	連續三次	107/02/26～107/03/12	第一次處置 / 5分
TWSE	107/02/23	2434	統懋	2	連續三次	107/02/26～107/03/12	第一次處置 / 5分
TPEX	107/02/21	5386	青雲	2	因連續3個營業日達本中心作業要點第四條第一項第一款	107/02/22~107/03/08	再次處置 / 5分
TPEX	107/02/21	731419	宣德富邦73購01	2	因連續3個營業日達本中心作業要點第四條第一項第一款	107/02/22~107/03/08	再次處置 / 5分
TWSE	107/02/12	2033	佳大	2	連續五次	107/02/21～107/03/07	第二次處置 / 20分
TPEX	107/02/06	3339	泰谷	1	因連續3個營業日達本中心作業要點第四條第一項第一款	107/02/07~107/03/01	第一次處置 / 5分
TWSE	107/02/05	911616	杜康-DR	39	連續五次	107/02/06～107/02/27	第二次處置 / 20分
TWSE	107/01/29	911616	杜康-DR	39	連續五次	107/01/30～107/02/12	第二次處置 / 20分
TPEX	107/01/26	3288	點晶	1	因連續3個營業日達本中心作業要點第四條第一項第一款	107/01/29~107/02/09	再次處置 / 60分
TPEX	107/01/23	3268	海德威	2	因連續3個營業日達本中心作業要點第四條第一項第一款	107/01/24~107/02/06	再次處置 / 5分
TPEX	107/01/23	3288	點晶	2	因連續3個營業日達本中心作業要點第四條第一項第一款	107/01/24~107/02/06	再次處置 / 45分
TWSE	107/01/22	911616	杜康-DR	39	連續五次	107/01/23～107/02/05	第二次處置 / 20分
TPEX	107/01/18	6150	撼訊	1	因連續3個營業日達本中心作業要點第四條第一項第一款	107/01/19~107/02/01	第一次處置 / 5分
TPEX	107/01/17	2724	富驛-KY	1	因連續3個營業日達本中心作業要點第四條第一項第一款	107/01/18~107/01/31	第一次處置 / 45分
TWSE	107/01/16	063514	康控日盛71購02	2	連續三次	107/01/17～107/01/30	第二次處置 / 20分
TWSE	107/01/15	2033	佳大	2	連續三次	107/01/16～107/01/29	第一次處置 / 5分
TWSE	107/01/15	911616	杜康-DR	39	連續五次	107/01/16～107/01/29	第二次處置 / 20分
TWSE	107/01/12	2429	銘旺科	1	連續三次	107/01/15～107/01/26	第一次處置 / 5分
TWSE	107/01/11	063514	康控日盛71購02	2	連續三次	107/01/12～107/01/25	第一次處置 / 5分
TWSE	107/01/11	9958	世紀鋼	5	連續三次	107/01/12～107/01/25	第二次處置 / 20分
TWSE	107/01/09	065750	康控台新73購02	1	連續三次	107/01/10～107/01/23	第一次處置 / 5分
TPEX	107/01/09	3508	位速	1	最近10個營業日內有6個營業日	107/01/10~107/01/23	第一次處置 / 5分
TWSE	107/01/08	911616	杜康-DR	39	連續五次	107/01/09～107/01/22	第二次處置 / 20分
TWSE	107/01/08	9958	世紀鋼	5	連續三次	107/01/09～107/01/22	第一次處置 / 5分
TWSE	107/01/04	1475	本盟	5	連續三次	107/01/05～107/01/18	第二次處置 / 20分
TWSE	106/12/29	1475	本盟	5	連續三次	107/01/02～107/01/15	第二次處置 / 20分
TPEX	106/12/29	6554	中美冠科-KY	1	因連續3個營業日達本中心作業要點第四條第一項第一款	107/01/02~107/01/15	再次處置 / 20分
TWSE	106/12/28	062015	彩晶台新71購01	1	連續三次	106/12/29～107/01/12	第一次處置 / 5分
TWSE	106/12/28	062015	彩晶台新71購01	1	連續三次	106/12/29～107/01/12	第一次處置 / 5分
TWSE	106/12/26	1475	本盟	4	連續三次	106/12/27～107/01/10	第一次處置 / 5分
TWSE	106/12/26	1475	本盟	5	連續三次	106/12/27～107/01/10	第一次處置 / 5分
TPEX	106/12/26	6554	中美冠科-KY	1	因連續3個營業日達本中心作業要點第四條第一項第一款	106/12/27~107/01/10	第一次處置 / 5分
TWSE	106/12/25	2424	隴華	1	連續三次	106/12/26～107/01/09	第一次處置 / 5分
TWSE	106/12/25	2424	隴華	2	連續三次	106/12/26～107/01/09	第一次處置 / 5分
TPEX	106/12/21	3219	倚強	2	因連續3個營業日達本中心作業要點第四條第一項第一款	106/12/22~107/01/05	再次處置 / 20分
TPEX	106/12/21	6248	沛波	2	因連續3個營業日達本中心作業要點第四條第一項第一款	106/12/22~107/01/05	再次處置 / 5分
